requestid,problem_code,date_initiated,description,category,dispatch_to,address,zone,keymap,zip_code,status,initiated_date,initiated_time
220996,Tree Trim,2025-04-09 07:14 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","14810 Estrellita Dr,  Houston,  Texas,  77060","4, ZONE",413A,77060,CLOSED,2025-04-09,07:14 AM
221001,Tree Trim,2025-04-09 08:08 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","950 Woodland St,  Houston,  Texas,  77009","3, ZONE",493B,77009,CLOSED,2025-04-09,08:08 AM
221002,Tree Removal,2025-04-09 08:14 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","8610 Amadwe St,  Houston,  Texas,  77051","6, ZONE",533Z,77051,CLOSED,2025-04-09,08:14 AM
221003,Tree Trim,2025-04-09 08:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","15155 Richmond Ave,  Houston,  Texas,  77082","2, ZONE",487Z,77082,CLOSED,2025-04-09,08:41 AM
221005,Tree Removal,2025-04-09 09:48 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3402 Binz St,  Houston,  Texas,  77004","6, ZONE",533G,77004,ROUTE,2025-04-09,09:48 AM
221006,Tree Trim,2025-04-09 09:48 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8424 Lenore St,  Houston,  Texas,  77017","5, ZONE",535V,77017,CLOSED,2025-04-09,09:48 AM
221008,Tree Trim,2025-04-09 10:51 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","334 Hoffman St,  Houston,  Texas,  77020","4, ZONE",494D,77020,CLOSED,2025-04-09,10:51 AM
221009,Tree Removal,2025-04-09 11:06 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","6410 Upshaw Dr,  Humble,  Texas,  77396 (Edmonds Park)","4, ZONE",375W,77396,CLOSED,2025-04-09,11:06 AM
221010,Tree Removal,2025-04-09 11:18 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7802 Wickersham Ln,  Houston,  Texas,  77063","2, ZONE",490V,77063,CLOSED,2025-04-09,11:18 AM
221011,Tree Code Violation,2025-04-09 11:21 AM,Tree Code Violation Inspection,TREEPROTECTION,"UF - JONES, CODY","122 Redan St,  Houston,  Texas,  77009","3, ZONE",493C,77009,CLOSED,2025-04-09,11:21 AM
221012,Tree Removal,2025-04-09 11:24 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2815 San Jacinto St,  Houston,  Texas,  77004","2, ZONE",493T,77004,CLOSED,2025-04-09,11:24 AM
221014,Tree Removal,2025-04-09 12:15 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Kinney Rd & South Dr,  Houston,  Texas,  77099","2, ZONE",529X,77099,CLOSED,2025-04-09,12:15 PM
221016,Tree Trim,2025-04-09 12:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5910 Yarwell Dr,  Houston,  Texas,  77096","7, ZONE",531S,77096,CLOSED,2025-04-09,12:30 PM
221017,Tree Stump Grinding,2025-04-09 01:34 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - ACOSTA, MELISSA","4110 Law St,  Houston,  Texas,  77005","7, ZONE",492W,77005,CLOSED,2025-04-09,01:34 PM
221018,Tree Trim,2025-04-09 02:19 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2002 Timber Ln,  Houston,  Texas,  77027","2, ZONE",492N,77027,CLOSED,2025-04-09,02:19 PM
221019,Tree Removal,2025-04-09 02:31 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","9302 Bauman Rd,  Houston,  Texas,  77022","4, ZONE",453G,77022,CLOSED,2025-04-09,02:31 PM
221021,Tree Trim,2025-04-09 02:49 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1311 Warwickshire Dr,  Houston,  Texas,  77077","2, ZONE",489J,77077,CLOSED,2025-04-09,02:49 PM
221023,Tree Stump Grinding,2025-04-09 04:01 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","1907 Wipprecht St,  Houston,  Texas,  77020","4, ZONE",494G,77020,ROUTE,2025-04-09,04:01 PM
221024,Tree Code Violation,2025-04-09 04:01 PM,Tree Code Violation Inspection,TREEPROTECTION,"UF - CASTILLO, ALEJANDRO","2351 Minnesota St,  Houston,  Texas,  77034","5, ZONE",576E,77034,CLOSED,2025-04-09,04:01 PM
221025,Tree Trim,2025-04-09 04:19 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2150 W 18Th St,  Houston,  Texas,  77008","3, ZONE",452S,77008,CLOSED,2025-04-09,04:19 PM
221026,Tree Removal,2025-04-09 04:31 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3830 Goulburn Dr,  Houston,  Texas,  77045","7, ZONE",572N,77045,CLOSED,2025-04-09,04:31 PM
221027,Tree Removal,2025-04-09 04:46 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6611 Cadillac St,  Houston,  Texas,  77021","6, ZONE",533L,77021,CLOSED,2025-04-09,04:46 PM
221029,Tree Trim,2025-04-09 05:58 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5100 Montrose Blvd,  Houston,  Texas,  77006","7, ZONE",493W,77006,CLOSED,2025-04-09,05:58 PM
221030,Tree Removal,2025-04-09 10:48 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","14441 Croquet Ln,  Houston,  Texas,  77085 (Windsor Village Park)","7, ZONE",571P,77085,CLOSED,2025-04-09,10:48 PM
221032,Tree Trim,2025-04-10 07:26 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4476 Fm 1960 Rd,  Humble,  Texas,  77338","4, ZONE",333R,77338,CLOSED,2025-04-10,07:26 AM
221034,Tree Trim,2025-04-10 08:29 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","9338 Clearwood St,  Houston,  Texas,  77075","6, ZONE",575M,77075,CLOSED,2025-04-10,08:29 AM
221035,Tree Removal,2025-04-10 08:44 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4914 Porter Ridge Dr,  Houston,  Texas,  77053","7, ZONE",611C,77053,ROUTE,2025-04-10,08:44 AM
221036,Tree Trim,2025-04-10 08:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","5701 Fairdale Ln,  Houston,  Texas,  77057","2, ZONE",491X,77057,CLOSED,2025-04-10,08:53 AM
221037,Tree Trim,2025-04-10 08:56 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11918 Hillcroft Ave,  Houston,  Texas,  77035","7, ZONE",571A,77035,CLOSED,2025-04-10,08:56 AM
221043,Tree Removal,2025-04-10 10:33 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","314 W Polk St,  Houston,  Texas,  77019","2, ZONE",493N,77019,CLOSED,2025-04-10,10:33 AM
221045,Tree Trim,2025-04-10 11:03 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5434 Stillbrooke Dr,  Houston,  Texas,  77096","7, ZONE",531X,77096,CLOSED,2025-04-10,11:03 AM
221046,Tree Trim,2025-04-10 11:06 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","114 Glendale St,  Houston,  Texas,  77012","5, ZONE",495W,77012,CLOSED,2025-04-10,11:06 AM
221048,Tree Removal,2025-04-10 11:27 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","114 Glendale St,  Houston,  Texas,  77012 (Mason Park)","5, ZONE",495W,77012,CLOSED,2025-04-10,11:27 AM
221049,Tree Trim,2025-04-10 11:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2 Laurenhurst Ct,  Houston,  Texas,  77043","3, ZONE",449Z,77043,CLOSED,2025-04-10,11:45 AM
221050,Tree Trim,2025-04-10 11:48 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","2801 N Braeswood Blvd,  Houston,  Texas,  77025","7, ZONE",532L,77025,CLOSED,2025-04-10,11:48 AM
221051,Tree Trim,2025-04-10 01:12 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","304 Cage St,  Houston,  Texas,  77020","5, ZONE",494K,77020,CLOSED,2025-04-10,01:12 PM
221052,Tree Trim,2025-04-10 01:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5407 Timber Creek Dr,  Houston,  Texas,  77017","5, ZONE",536S,77017,CLOSED,2025-04-10,01:24 PM
221053,Tree Trim,2025-04-10 01:43 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5522 Karelian Dr,  Houston,  Texas,  77091","3, ZONE",451D,77091,CLOSED,2025-04-10,01:43 PM
221055,Tree Removal,2025-04-10 01:58 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4300 Westway Park Blvd,  Houston,  Texas,  77041","3, ZONE",449H,77041,CLOSED,2025-04-10,01:58 PM
221056,Tree Trim,2025-04-10 02:13 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","811 Sabine St,  Houston,  Texas,  77007","2, ZONE",493K,77007,CLOSED,2025-04-10,02:13 PM
221057,Tree Trim,2025-04-10 02:22 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4828 La Branch St,  Houston,  Texas,  77004","7, ZONE",493X,77004,CLOSED,2025-04-10,02:22 PM
221058,Tree Removal,2025-04-10 02:37 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","2255 Rainbow Dr,  Houston,  Texas,  77023","5, ZONE",534H,77023,CLOSED,2025-04-10,02:37 PM
221063,Tree Trim,2025-04-10 03:34 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3382 Yoakum Blvd,  Houston,  Texas,  77006","2, ZONE",493S,77006,CLOSED,2025-04-10,03:34 PM
221065,Tree Trim,2025-04-10 04:04 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","8615 Old Ledge Ln,  Houston,  Texas,  77088","3, ZONE",412Q,77088,CLOSED,2025-04-10,04:04 PM
221066,Tree Trim,2025-04-10 04:07 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3100 Gillespie St,  Houston,  Texas,  77020","5, ZONE",494J,77020,CLOSED,2025-04-10,04:07 PM
221067,Tree Trim,2025-04-10 04:37 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8933 Richland Dr,  Houston,  Texas,  77078","4, ZONE",455H,77078,CLOSED,2025-04-10,04:37 PM
221068,Tree Trim,2025-04-10 04:55 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4445 W Bellfort Ave,  Houston,  Texas,  77035","7, ZONE",531V,77035,CLOSED,2025-04-10,04:55 PM
221070,Tree Trim,2025-04-10 05:28 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","69 Heights Blvd,  Houston,  Texas,  77007","2, ZONE",493E,77007,CLOSED,2025-04-10,05:28 PM
221072,Tree Trim,2025-04-10 06:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7015 Kopman Dr,  Houston,  Texas,  77061","6, ZONE",574D,77061,CLOSED,2025-04-10,06:05 PM
221075,Tree Trim,2025-04-11 08:11 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","515 Wagner St,  Houston,  Texas,  77007 (Spotts Park)","2, ZONE",493J,77007,ROUTE,2025-04-11,08:11 AM
221076,Tree Trim,2025-04-11 08:20 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5858 Thrush Dr,  Houston,  Texas,  77033","6, ZONE",574B,77033,CLOSED,2025-04-11,08:20 AM
221078,Tree Removal,2025-04-11 08:50 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Altoona St & Bond St,  Houston,  Texas,  77026","4, ZONE",494B,77026,CLOSED,2025-04-11,08:50 AM
221079,Tree Removal,2025-04-11 08:53 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5000 Harrisburg Blvd,  Houston,  Texas,  77011 (Eastwood Park)","5, ZONE",494T,77011,CLOSED,2025-04-11,08:53 AM
221080,Tree Removal,2025-04-11 10:09 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","9319 Campbell Rd,  Houston,  Texas,  77080","3, ZONE",450U,77080,CLOSED,2025-04-11,10:09 AM
221082,Tree Trim,2025-04-11 10:30 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","2817 Nagle St,  Houston,  Texas,  77004","6, ZONE",493Y,77004,CLOSED,2025-04-11,10:30 AM
221083,Tree Trim,2025-04-11 10:33 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4300 Caplin St,  Houston,  Texas,  77026","4, ZONE",454P,77026,ROUTE,2025-04-11,10:33 AM
221084,Tree Trim,2025-04-11 10:42 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5030 Ridgehaven Dr,  Houston,  Texas,  77053","7, ZONE",611C,77053,CLOSED,2025-04-11,10:42 AM
221094,Tree Trim,2025-04-11 12:21 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7901 Airport Blvd,  Houston,  Texas,  77061","6, ZONE",575B,77061,CLOSED,2025-04-11,12:21 PM
221095,Tree Trim,2025-04-11 12:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8611 Airport Blvd,  Houston,  Texas,  77061","6, ZONE",575C,77061,CLOSED,2025-04-11,12:24 PM
221096,Tree Trim,2025-04-11 12:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","938 Kingwood Dr,  Kingwood,  Texas,  77339","4, ZONE",336A,77339,CLOSED,2025-04-11,12:30 PM
221097,Tree Trim,2025-04-11 12:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","9989 N Green River Dr,  Houston,  Texas,  77078","4, ZONE",456E,77078,CLOSED,2025-04-11,12:42 PM
221099,Tree Removal,2025-04-11 12:57 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7227 Dahlia St,  Houston,  Texas,  77012","5, ZONE",535E,77012,CLOSED,2025-04-11,12:57 PM
221100,Tree Trim,2025-04-11 01:52 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3414 Mcgowen St,  Houston,  Texas,  77004","6, ZONE",493Z,77004,CLOSED,2025-04-11,01:52 PM
221101,Tree Removal,2025-04-11 03:22 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4722 Bayou Vista Dr,  Houston,  Texas,  77091","3, ZONE",451D,77091,CLOSED,2025-04-11,03:22 PM
221102,Tree Trim,2025-04-11 03:49 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","10514 Kirkhill Dr,  Houston,  Texas,  77089","6, ZONE",576X,77089,CLOSED,2025-04-11,03:49 PM
221103,Tree Removal,2025-04-11 04:08 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Reveille St & Telephone Rd,  Houston,  Texas,  77087","6, ZONE",535S,77087,CLOSED,2025-04-11,04:08 PM
221107,Tree Trim,2025-04-12 10:27 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4018 Wuthering Heights Dr,  Houston,  Texas,  77045","7, ZONE",572J,77045,CLOSED,2025-04-12,10:27 AM
221118,Tree Removal,2025-04-12 01:39 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5731 Ariel St,  Houston,  Texas,  77096","7, ZONE",531N,77096,CLOSED,2025-04-12,01:39 PM
221120,Tree Trim,2025-04-12 05:16 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","8110 Comal St,  Houston,  Texas,  77051","6, ZONE",533U,77051,CLOSED,2025-04-12,05:16 PM
221121,Tree Removal,2025-04-12 10:44 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","101 W 14Th St,  Houston,  Texas,  77008","3, ZONE",453W,77008,CLOSED,2025-04-12,10:44 PM
221122,Tree Trim,2025-04-13 03:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7015 Linden St,  Houston,  Texas,  77087","5, ZONE",535E,77087,CLOSED,2025-04-13,03:54 AM
221123,Tree Trim,2025-04-13 01:41 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1422 Laird St,  Houston,  Texas,  77008","3, ZONE",452Z,77008,CLOSED,2025-04-13,01:41 PM
221125,Tree Removal,2025-04-13 06:18 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5318 Northridge Dr,  Houston,  Texas,  77033","6, ZONE",534W,77033,CLOSED,2025-04-13,06:18 PM
221126,Tree Trim,2025-04-13 09:34 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4411 Center St,  Houston,  Texas,  77007","2, ZONE",492H,77007,CLOSED,2025-04-13,09:34 PM
221127,Tree Trim,2025-04-13 09:52 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1308 Patterson St,  Houston,  Texas,  77007","2, ZONE",492H,77007,CLOSED,2025-04-13,09:52 PM
221128,Tree Trim,2025-04-13 10:34 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","2868 Fountain View Dr,  Houston,  Texas,  77057","2, ZONE",491T,77057,CLOSED,2025-04-13,10:34 PM
221129,Tree Removal,2025-04-13 11:40 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2313 Morse St,  Houston,  Texas,  77019","2, ZONE",492V,77019,CLOSED,2025-04-13,11:40 PM
221130,Tree Removal,2025-04-13 11:40 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2313 Morse St,  Houston,  Texas,  77019","2, ZONE",492V,77019,ROUTE,2025-04-13,11:40 PM
221136,Tree Trim,2025-04-14 09:01 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5900 Irish Hill Dr,  Houston,  Texas,  77053","7, ZONE",571X,77053,CLOSED,2025-04-14,09:01 AM
221147,Tree Trim,2025-04-14 10:04 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","400 N 74th St,  Houston,  Texas,  77011","5, ZONE",495W,77011,CLOSED,2025-04-14,10:04 AM
221148,Tree Removal,2025-04-14 11:01 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7220 Santa Fe Dr,  Houston,  Texas,  77061","6, ZONE",534Z,77061,CLOSED,2025-04-14,11:01 AM
221149,Tree Trim,2025-04-14 11:11 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8014 Constellation Ln,  Houston,  Texas,  77075","6, ZONE",575P,77075,CLOSED,2025-04-14,11:11 AM
221150,Tree Trim,2025-04-14 11:23 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Fondren Rd & W Orem Dr,  Houston,  Texas,  77085","7, ZONE",570R,77085,CLOSED,2025-04-14,11:23 AM
221151,Tree Removal,2025-04-14 11:32 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","7438 Touchstone St,  Houston,  Texas,  77028","4, ZONE",455E,77028,CLOSED,2025-04-14,11:32 AM
221153,Tree Trim,2025-04-14 11:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","204 75Th St,  Houston,  Texas,  77011","5, ZONE",495W,77012,ROUTE,2025-04-14,11:37 AM
221154,Tree Removal,2025-04-14 11:44 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","1602 Laurel Springs Ln,  Kingwood,  Texas,  77339","4, ZONE",336E,77339,CLOSED,2025-04-14,11:44 AM
221155,Tree Trim,2025-04-14 11:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","507 74Th St,  Houston,  Texas,  77011","5, ZONE",495W,77011,CLOSED,2025-04-14,11:47 AM
221156,Tree Removal,2025-04-14 12:02 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5801 Memorial Dr,  Houston,  Texas,  77007","2, ZONE",492L,77007,CLOSED,2025-04-14,12:02 PM
221158,Tree Trim,2025-04-14 12:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3402 San Jacinto St,  Houston,  Texas,  77004","2, ZONE",493T,77004,CLOSED,2025-04-14,12:11 PM
221159,Tree Removal,2025-04-14 12:32 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5623 Portal Dr,  Houston,  Texas,  77096","7, ZONE",531W,77096,CLOSED,2025-04-14,12:32 PM
221161,Tree Trim,2025-04-14 01:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3830 Cosby St,  Houston,  Texas,  77021","6, ZONE",533L,77021,CLOSED,2025-04-14,01:05 PM
221162,Tree Trim,2025-04-14 01:11 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5500 Main St,  Houston,  Texas,  77004","7, ZONE",493W,77006,CLOSED,2025-04-14,01:11 PM
221163,Tree Trim,2025-04-14 01:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6818 Richwood Rd,  Houston,  Texas,  77087","6, ZONE",534V,77087,CLOSED,2025-04-14,01:32 PM
221164,Tree Removal,2025-04-14 01:50 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4306 Lillian St,  Houston,  Texas,  77007","2, ZONE",492H,77007,ROUTE,2025-04-14,01:50 PM
221167,Tree Trim,2025-04-14 02:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1507 Truxillo St,  Houston,  Texas,  77004","2, ZONE",493X,77004,CLOSED,2025-04-14,02:14 PM
221168,Tree Trim,2025-04-14 02:20 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5302 Fairgreen Ln,  Houston,  Texas,  77048","6, ZONE",574J,77048,CLOSED,2025-04-14,02:20 PM
221169,Tree Removal,2025-04-14 02:59 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","112 Glendora St,  Houston,  Texas,  77012","5, ZONE",495W,77012,CLOSED,2025-04-14,02:59 PM
221171,Tree Trim,2025-04-14 03:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11902 Kirkway Dr,  Houston,  Texas,  77089","6, ZONE",576X,77089,CLOSED,2025-04-14,03:14 PM
221174,Tree Trim,2025-04-14 03:21 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","7521 Avenue H,  Houston,  Texas,  77012","5, ZONE",495S,77012,CLOSED,2025-04-14,03:21 PM
221188,Tree Trim,2025-04-15 08:30 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1760 Rice Blvd,  Houston,  Texas,  77005","7, ZONE",532D,77005,ROUTE,2025-04-15,08:30 AM
221191,Tree Removal,2025-04-15 09:30 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","113 Hagerman St,  Houston,  Texas,  77011","5, ZONE",494T,77011,CLOSED,2025-04-15,09:30 AM
221192,Tree Trim,2025-04-15 10:13 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2313 Morse St,  Houston,  Texas,  77019","2, ZONE",492V,77019,ROUTE,2025-04-15,10:13 AM
221195,Tree Removal,2025-04-15 10:49 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4107 Laura Koppe Rd,  Houston,  Texas,  77093 (Dodson Lake Park)","4, ZONE",454F,77093,CLOSED,2025-04-15,10:49 AM
221197,Tree Trim,2025-04-15 11:01 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","4106 Woodhead St,  Houston,  Texas,  77098","2, ZONE",492Z,77098,CLOSED,2025-04-15,11:01 AM
221198,Tree Trim,2025-04-15 11:07 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","9143 Clearwood Landing Blvd,  Houston,  Texas,  77075","6, ZONE",575R,77075,CLOSED,2025-04-15,11:07 AM
221199,Tree Trim,2025-04-15 11:19 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1501 Blair St,  Houston,  Texas,  77008","3, ZONE",452Z,77008,CLOSED,2025-04-15,11:19 AM
221200,Tree Trim,2025-04-15 11:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","2510 San Felipe St,  Houston,  Texas,  77019","2, ZONE",492Q,77019,CLOSED,2025-04-15,11:37 AM
221201,Tree Stump Grinding,2025-04-15 12:07 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - JONES, CODY","12322 Plumpoint Dr,  Houston,  Texas,  77099","2, ZONE",528V,77099,CLOSED,2025-04-15,12:07 PM
221202,Tree Trim,2025-04-15 12:16 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","208 E Cowan Dr,  Houston,  Texas,  77007","2, ZONE",492K,77007,CLOSED,2025-04-15,12:16 PM
221203,Tree Removal,2025-04-15 12:22 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - ERICKSON, IAN","4131 Crane St,  Houston,  Texas,  77026","4, ZONE",454X,77026,CLOSED,2025-04-15,12:22 PM
221208,Tree Trim,2025-04-15 01:01 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1204 Victor St,  Houston,  Texas,  77019 (Gregory School - Row Houses)","2, ZONE",493P,77019,CLOSED,2025-04-15,01:01 PM
221211,Tree Trim,2025-04-15 02:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","3332 Ozark St,  Houston,  Texas,  77021","6, ZONE",533G,77021,CLOSED,2025-04-15,02:05 PM
221214,Tree Removal,2025-04-15 02:54 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","511 Lovett Blvd,  Houston,  Texas,  77006","2, ZONE",493S,77006,CLOSED,2025-04-15,02:54 PM
221216,Tree Trim,2025-04-15 03:47 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5025 Hazelton St,  Houston,  Texas,  77035","7, ZONE",531Y,77035,CLOSED,2025-04-15,03:47 PM
